9373,Cereals,72.58,1328,1,Dates,0,0,0,Fruits,436.13,3524,2,Olives,0,0,0,Vegetables,0,0,0,2,1,2005,408327.09,163330.836
59428,Cereals,0,0,0,Dates,0,0,0,Fruits,0,0,0,Olives,207.84,2713,2,Vegetables,91.95,5635,0,0,4,2017,270502.04,108200.817
1807,Cereals,83.31,759,2,Dates,0,0,0,Fruits,434.23,9655,0,Olives,0,0,0,Vegetables,0,0,0,0,9,1990,1063930.74,425572.29400000005
84011,Cereals,0,0,0,Dates,525.96,6380,2,Fruits,0,0,0,Olives,0,0,0,Vegetables,107.12,27986,0,0,9,1998,1588371.28,635348.5120000001
15862,Cereals,77.1,119,3,Dates,422.95,4588,3,Fruits,0,0,0,Olives,0,0,0,Vegetables,87.22,25426,3,3,2,2021,1041831.3,416732.522
87549,Cereals,82.99,1537,1,Dates,251.97,5725,0,Fruits,0,0,0,Olives,0,0,0,Vegetables,0,0,0,0,1,2012,392520.97,157008.388
34041,Cereals,80.65,729,2,Dates,793.35,2528,1,Fruits,0,0,0,Olives,262.61,773,3,Vegetables,0,0,0,3,6,2010,566845.05,226738.01800000004
31899,Cereals,80.63,2253,2,Dates,0,0,0,Fruits,275.41,2233,2,Olives,0,0,0,Vegetables,0,0,0,2,9,2022,199162.48,79664.99200000001
85367,Cereals,70.4,256,3,Dates,0,0,0,Fruits,101.29,7547,0,Olives,280.47,1236,1,Vegetables,131.06,21789,2,2,9,1990,996196.32,398478.52900000004
62012,Cereals,0,0,0,Dates,0,0,0,Fruits,118.38,3811,1,Olives,0,0,0,Vegetables,134.86,8425,2,2,4,2013,396835.42,158734.168
15972,Cereals,0,0,0,Dates,0,0,0,Fruits,0,0,0,Olives,0,0,0,Vegetables,100.09,7849,0,0,3,2018,196401.6,78560.641
57939,Cereals,0,0,0,Dates,0,0,0,Fruits,0,0,0,Olives,265.38,2239,2,Vegetables,66.05,24339,3,3,9,2015,550444.19,220177.67700000003
77842,Cereals,76.68,2174,0,Dates,0,0,0,Fruits,427.71,6597,2,Olives,0,0,0,Vegetables,21.41,27979,3,3,1,2012,896833.89,358733.55799999996
78539,Cereals,80.62,1157,1,Dates,0,0,0,Fruits,360.46,7963,0,Olives,249.52,1904,3,Vegetables,0,0,0,3,4,2022,859676.6,343870.64
74416,Cereals,86.98,2145,3,Dates,406.75,5313,0,Fruits,496.25,2605,1,Olives,262.4,3033,2,Vegetables,143.33,8382,3,3,2,1993,1409404.34,563761.7359999999
80863,Cereals,87.91,238,1,Dates,0,0,0,Fruits,0,0,0,Olives,0,0,0,Vegetables,0,0,0,1,8,2002,5230.64,2092.258
89332,Cereals,71.65,1291,0,Dates,0,0,0,Fruits,0,0,0,Olives,0,0,0,Vegetables,0,0,0,0,10,2018,23125.04,9250.015000000001
49132,Cereals,0,0,0,Dates,548.71,7570,0,Fruits,119.53,7849,3,Olives,258.83,1510,3,Vegetables,0,0,0,3,7,1998,1370689.74,548275.897
96035,Cereals,0,0,0,Dates,0,0,0,Fruits,254.25,4783,3,Olives,249.29,1789,0,Vegetables,102.41,7317,0,0,10,2007,602847.88,241139.15300000005
81663,Cereals,75.34,497,3,Dates,329.95,3228,3,Fruits,246.45,6717,2,Olives,241.4,2951,0,Vegetables,29.17,20606,2,2,10,2015,1017843.91,407137.56499999994
37555,Cereals,0,0,0,Dates,0,0,0,Fruits,144.84,5846,3,Olives,220.94,664,2,Vegetables,45.06,2519,0,0,2,2016,276736.23,110694.494
39708,Cereals,74.43,469,3,Dates,394.18,1326,2,Fruits,0,0,0,Olives,0,0,0,Vegetables,0,0,0,2,10,2015,139397.59,55759.035
34829,Cereals,70.77,1733,2,Dates,451.87,4757,3,Fruits,0,0,0,Olives,0,0,0,Vegetables,0,0,0,3,1,1994,568047.5,227219.0
62127,Cereals,0,0,0,Dates,423.99,6333,1,Fruits,0,0,0,Olives,210.68,413,2,Vegetables,41.93,10124,0,0,8,2008,799159.71,319663.883
25606,Cereals,0,0,0,Dates,0,0,0,Fruits,314.12,3809,1,Olives,0,0,0,Vegetables,0,0,0,1,9,1996,299120.77,119648.30800000002
97589,Cereals,71.26,263,3,Dates,0,0,0,Fruits,349.31,5240,1,Olives,253.93,1186,2,Vegetables,38.7,25135,1,1,3,1995,780752.81,312301.126
40297,Cereals,73.1,1623,2,Dates,564.2,3247,1,Fruits,473.55,6383,0,Olives,0,0,0,Vegetables,49.23,7582,2,2,8,2004,1336632.55,534653.0210000001
80637,Cereals,87.86,1035,0,Dates,0,0,0,Fruits,226.97,7233,1,Olives,0,0,0,Vegetables,50.79,24928,1,1,2,1996,749675.56,299870.223
30768,Cereals,76.6,283,3,Dates,0,0,0,Fruits,199.98,6831,1,Olives,255.32,1579,3,Vegetables,50.67,13063,0,0,2,2009,613198.42,245279.367
68507,Cereals,85.02,2185,0,Dates,0,0,0,Fruits,0,0,0,Olives,202.47,520,0,Vegetables,0,0,0,0,9,2018,72763.27,29105.309999999998
62830,Cereals,84.44,2109,2,Dates,405.31,6971,3,Fruits,290.87,1240,0,Olives,254.47,3575,3,Vegetables,132.97,26270,3,3,5,1991,1941757.73,776703.0920000001
7168,Cereals,0,0,0,Dates,0,0,0,Fruits,0,0,0,Olives,296.04,2521,0,Vegetables,0,0,0,0,10,2022,186579.21,74631.68400000001
57695,Cereals,73.02,968,2,Dates,264.15,4142,0,Fruits,248.03,6862,1,Olives,269.82,1210,0,Vegetables,0,0,0,0,11,2010,798314.18,319325.672
73457,Cereals,0,0,0,Dates,0,0,0,Fruits,189.06,2552,0,Olives,0,0,0,Vegetables,0,0,0,0,11,2010,120620.28,48248.112
41976,Cereals,80.66,1894,2,Dates,0,0,0,Fruits,348.06,6800,1,Olives,0,0,0,Vegetables,70.15,11497,3,3,11,2013,831523.15,332609.259
76580,Cereals,82.56,2653,2,Dates,541.43,1089,1,Fruits,216.17,9370,3,Olives,0,0,0,Vegetables,0,0,0,3,8,2011,708540.46,283416.185
31137,Cereals,0,0,0,Dates,0,0,0,Fruits,0,0,0,Olives,0,0,0,Vegetables,56.92,4361,0,0,10,2018,62057.03,24822.812
70709,Cereals,0,0,0,Dates,695.83,5245,2,Fruits,260.01,8608,1,Olives,210.1,203,1,Vegetables,0,0,0,1,10,2012,1482611.18,593044.473
65042,Cereals,0,0,0,Dates,0,0,0,Fruits,388.71,2561,3,Olives,0,0,0,Vegetables,129.4,15958,2,2,5,1995,765112.88,306045.151
76390,Cereals,84.45,2035,1,Dates,0,0,0,Fruits,289.25,4877,1,Olives,0,0,0,Vegetables,0,0,0,1,4,2015,395632.0,158252.80000000002
76553,Cereals,0,0,0,Dates,0,0,0,Fruits,440.68,5698,2,Olives,241.64,2287,0,Vegetables,39.14,26201,3,3,10,2014,1022283.12,408913.24600000004
30712,Cereals,0,0,0,Dates,0,0,0,Fruits,0,0,0,Olives,297.15,2514,2,Vegetables,65.9,25652,2,2,9,1992,609375.47,243750.19
38635,Cereals,0,0,0,Dates,0,0,0,Fruits,0,0,0,Olives,252.92,3774,2,Vegetables,27.29,16692,0,0,7,2008,352511.19,141004.476
31739,Cereals,0,0,0,Dates,523.51,7317,0,Fruits,0,0,0,Olives,214.0,1348,2,Vegetables,0,0,0,2,2,2016,1029748.67,411899.467
45162,Cereals,81.82,2286,2,Dates,591.46,4053,3,Fruits,0,0,0,Olives,258.07,3077,0,Vegetables,0,0,0,0,5,2017,844577.32,337830.92900000006
44478,Cereals,85.17,1795,2,Dates,741.51,6952,1,Fruits,237.53,6526,1,Olives,262.14,292,1,Vegetables,72.3,23754,1,1,3,2018,2162984.38,865193.753
29031,Cereals,86.99,2755,0,Dates,0,0,0,Fruits,0,0,0,Olives,0,0,0,Vegetables,0,0,0,0,11,2006,59914.36,23965.745
66392,Cereals,0,0,0,Dates,0,0,0,Fruits,0,0,0,Olives,299.29,2026,2,Vegetables,82.33,29033,2,2,6,2010,749162.11,299664.84300000005
99116,Cereals,0,0,0,Dates,0,0,0,Fruits,0,0,0,Olives,0,0,0,Vegetables,0,0,0,2,1,2004,0.0,0.0
80698,Cereals,86.52,220,1,Dates,553.14,6678,3,Fruits,485.92,9967,3,Olives,0,0,0,Vegetables,85.17,14775,0,0,5,2007,2453613.68,981445.4710000001
78214,Cereals,0,0,0,Dates,672.46,4626,3,Fruits,0,0,0,Olives,277.02,2768,1,Vegetables,0,0,0,1,12,1990,969397.83,387759.132
77160,Cereals,87.54,348,2,Dates,0,0,0,Fruits,494.62,6614,1,Olives,298.46,1140,2,Vegetables,0,0,0,2,6,1990,910531.25,364212.5
70848,Cereals,87.82,1273,3,Dates,0,0,0,Fruits,0,0,0,Olives,0,0,0,Vegetables,0,0,0,3,7,2000,27948.71,11179.485999999999
44834,Cereals,0,0,0,Dates,0,0,0,Fruits,0,0,0,Olives,252.47,1317,2,Vegetables,0,0,0,2,3,2016,83125.75,33250.299
59136,Cereals,80.94,124,2,Dates,0,0,0,Fruits,345.25,2600,3,Olives,0,0,0,Vegetables,0,0,0,3,6,1996,226921.64,90768.65600000002
68060,Cereals,77.57,2886,3,Dates,0,0,0,Fruits,147.24,9535,1,Olives,230.02,959,1,Vegetables,75.78,27218,1,1,9,1998,977742.41,391096.96400000004
48244,Cereals,0,0,0,Dates,0,0,0,Fruits,131.43,6390,2,Olives,0,0,0,Vegetables,0,0,0,2,1,2008,209959.43,83983.77000000002
16217,Cereals,0,0,0,Dates,385.74,3396,1,Fruits,0,0,0,Olives,264.44,3062,1,Vegetables,0,0,0,1,7,2012,529922.08,211968.83200000005
41911,Cereals,87.48,1543,0,Dates,0,0,0,Fruits,0,0,0,Olives,0,0,0,Vegetables,0,0,0,0,7,1992,33745.41,13498.164000000002
19549,Cereals,0,0,0,Dates,0,0,0,Fruits,207.65,7079,2,Olives,0,0,0,Vegetables,126.56,11235,0,0,7,1998,722963.99,289185.59500000003
30426,Cereals,0,0,0,Dates,0,0,0,Fruits,0,0,0,Olives,219.02,3969,3,Vegetables,125.33,20967,0,0,3,2018,874271.12,349708.449
85598,Cereals,0,0,0,Dates,370.88,2908,0,Fruits,288.67,6345,1,Olives,0,0,0,Vegetables,21.4,14849,3,3,9,2008,806974.7,322789.8790000001
18279,Cereals,87.24,2983,1,Dates,527.08,4193,2,Fruits,0,0,0,Olives,0,0,0,Vegetables,0,0,0,2,7,1999,617570.84,247028.336
44154,Cereals,75.93,1832,2,Dates,0,0,0,Fruits,0,0,0,Olives,0,0,0,Vegetables,149.3,18817,0,0,2,2004,737120.47,294848.18600000005
25168,Cereals,0,0,0,Dates,746.26,1752,3,Fruits,0,0,0,Olives,236.8,1696,0,Vegetables,58.99,20750,2,2,3,2017,733275.71,293310.28200000006
5689,Cereals,0,0,0,Dates,497.24,7296,2,Fruits,161.97,4206,2,Olives,0,0,0,Vegetables,27.37,27532,0,0,5,2003,1265664.93,506265.97000000003
45997,Cereals,0,0,0,Dates,479.98,7417,0,Fruits,468.02,9684,1,Olives,0,0,0,Vegetables,128.45,21705,1,1,8,2022,2720081.15,1088032.459
53170,Cereals,0,0,0,Dates,735.34,2605,3,Fruits,406.32,4928,1,Olives,234.52,1916,1,Vegetables,0,0,0,1,10,2004,1091811.5,436724.59800000006
9551,Cereals,0,0,0,Dates,644.1,2693,2,Fruits,130.68,1775,3,Olives,274.42,3127,1,Vegetables,0,0,0,1,7,1991,706157.41,282462.96400000004
65584,Cereals,71.12,1017,3,Dates,0,0,0,Fruits,0,0,0,Olives,222.56,1388,2,Vegetables,27.76,5140,2,2,2,1993,130982.18,52392.87200000001
74225,Cereals,84.08,987,0,Dates,781.18,6445,0,Fruits,0,0,0,Olives,0,0,0,Vegetables,0,0,0,0,6,2014,1279423.01,511769.206
88718,Cereals,0,0,0,Dates,0,0,0,Fruits,282.92,7415,2,Olives,0,0,0,Vegetables,145.52,17954,3,3,5,2020,1177629.47,471051.7880000001
51523,Cereals,0,0,0,Dates,0,0,0,Fruits,131.51,7950,0,Olives,200.86,2391,3,Vegetables,126.23,4275,3,3,3,1996,516348.5,206539.40099999998
77768,Cereals,0,0,0,Dates,289.14,3147,0,Fruits,234.49,4954,0,Olives,0,0,0,Vegetables,0,0,0,0,2,1995,517896.76,207158.70400000003
10360,Cereals,0,0,0,Dates,0,0,0,Fruits,301.71,3493,0,Olives,243.36,3275,0,Vegetables,45.29,13320,0,0,8,2021,613534.96,245413.983
86045,Cereals,72.09,2758,0,Dates,0,0,0,Fruits,0,0,0,Olives,0,0,0,Vegetables,0,0,0,0,3,2013,49706.06,19882.422000000002
9871,Cereals,0,0,0,Dates,0,0,0,Fruits,102.22,8727,1,Olives,212.68,1582,2,Vegetables,111.12,9602,1,1,11,2019,573876.98,229550.794
15574,Cereals,80.44,701,1,Dates,293.73,2939,0,Fruits,456.25,3227,1,Olives,273.32,2988,1,Vegetables,60.21,27038,0,0,7,2020,1209154.45,483661.7800000001
49864,Cereals,74.98,2009,1,Dates,0,0,0,Fruits,0,0,0,Olives,262.3,3572,0,Vegetables,147.82,9571,2,2,3,2018,625588.91,250235.564
34420,Cereals,0,0,0,Dates,0,0,0,Fruits,0,0,0,Olives,0,0,0,Vegetables,0,0,0,2,5,1993,0.0,0.0
71799,Cereals,0,0,0,Dates,377.38,1235,0,Fruits,0,0,0,Olives,297.05,3073,0,Vegetables,0,0,0,0,4,2013,344724.74,137889.895
55083,Cereals,0,0,0,Dates,385.59,5727,0,Fruits,405.37,5521,0,Olives,224.0,1800,1,Vegetables,0,0,0,1,9,2019,1212380.42,484952.1699999999
71628,Cereals,0,0,0,Dates,548.82,8087,2,Fruits,0,0,0,Olives,219.12,982,3,Vegetables,29.69,23652,0,0,4,1990,1338927.77,535571.106
97123,Cereals,88.18,1276,1,Dates,0,0,0,Fruits,0,0,0,Olives,288.96,3470,2,Vegetables,0,0,0,2,11,2020,278802.22,111520.88799999999
93105,Cereals,73.61,2293,1,Dates,0,0,0,Fruits,118.03,7229,0,Olives,0,0,0,Vegetables,0,0,0,0,10,2017,255506.65,102202.66
30925,Cereals,0,0,0,Dates,0,0,0,Fruits,116.52,2310,2,Olives,215.08,2103,0,Vegetables,0,0,0,0,11,1993,180368.61,72147.444
74759,Cereals,0,0,0,Dates,0,0,0,Fruits,0,0,0,Olives,235.03,1842,0,Vegetables,43.89,25638,2,2,10,1992,389544.27,155817.708
28158,Cereals,0,0,0,Dates,0,0,0,Fruits,483.47,2814,0,Olives,0,0,0,Vegetables,21.26,18148,1,1,8,2022,436577.77,174631.10600000003
86305,Cereals,0,0,0,Dates,0,0,0,Fruits,367.47,5770,2,Olives,256.58,242,3,Vegetables,0,0,0,3,12,1990,545598.57,218239.42600000004
60741,Cereals,71.98,667,1,Dates,788.23,2636,2,Fruits,168.1,968,3,Olives,211.82,2060,0,Vegetables,0,0,0,0,1,1990,681213.73,272485.494
73674,Cereals,71.37,1506,3,Dates,0,0,0,Fruits,0,0,0,Olives,0,0,0,Vegetables,0,0,0,3,5,2008,26870.81,10748.322
30374,Cereals,73.45,1036,2,Dates,426.67,5489,2,Fruits,343.97,5029,1,Olives,0,0,0,Vegetables,82.42,29376,1,1,7,2003,1642270.22,656908.088
17142,Cereals,70.51,2788,0,Dates,0,0,0,Fruits,0,0,0,Olives,230.23,2024,1,Vegetables,0,0,0,1,2,2015,165641.85,66256.73999999999
64298,Cereals,0,0,0,Dates,0,0,0,Fruits,0,0,0,Olives,0,0,0,Vegetables,55.24,19319,3,3,6,2001,266795.39,106718.15600000002
77758,Cereals,84.23,1757,1,Dates,408.31,8378,3,Fruits,0,0,0,Olives,240.32,3222,2,Vegetables,0,0,0,2,2,2007,1085781.08,434312.433
4781,Cereals,86.01,2018,1,Dates,299.15,7016,1,Fruits,177.43,4260,2,Olives,0,0,0,Vegetables,0,0,0,2,9,1990,757064.09,302825.638
77493,Cereals,0,0,0,Dates,782.15,1918,1,Fruits,392.35,2823,1,Olives,0,0,0,Vegetables,131.73,18798,3,3,3,2003,1271007.07,508402.829
88562,Cereals,77.27,555,1,Dates,582.65,1820,0,Fruits,497.31,7070,1,Olives,0,0,0,Vegetables,0,0,0,1,3,2003,1154822.39,461928.9550000001
84450,Cereals,0,0,0,Dates,338.09,2690,3,Fruits,0,0,0,Olives,0,0,0,Vegetables,22.88,16587,0,0,7,2006,322243.16,128897.266
80517,Cereals,0,0,0,Dates,291.22,3657,3,Fruits,129.75,2190,2,Olives,288.92,3979,2,Vegetables,0,0,0,2,4,2019,624689.18,249875.67200000002
59001,Cereals,0,0,0,Dates,555.34,916,3,Fruits,0,0,0,Olives,0,0,0,Vegetables,0,0,0,3,8,2010,127172.86,50869.144
69069,Cereals,77.44,148,0,Dates,679.15,2794,3,Fruits,270.91,9820,2,Olives,0,0,0,Vegetables,0,0,0,2,11,2019,1142335.6,456934.242
90932,Cereals,0,0,0,Dates,0,0,0,Fruits,430.26,9533,3,Olives,0,0,0,Vegetables,0,0,0,3,4,2018,1025417.15,410166.858
24812,Cereals,0,0,0,Dates,727.23,5828,1,Fruits,354.26,6283,1,Olives,0,0,0,Vegetables,0,0,0,1,2,2006,1616028.01,646411.202
93655,Cereals,86.99,2913,1,Dates,0,0,0,Fruits,248.95,6539,1,Olives,264.51,3798,1,Vegetables,122.29,18226,0,0,5,2002,1278688.11,511475.24399999995
21705,Cereals,0,0,0,Dates,787.03,5509,0,Fruits,0,0,0,Olives,206.43,3098,3,Vegetables,0,0,0,3,8,2001,1243817.1,497526.84099999996
29076,Cereals,0,0,0,Dates,621.77,5944,1,Fruits,0,0,0,Olives,250.61,1037,1,Vegetables,94.17,13646,3,3,7,1994,1310181.82,524072.72699999996
28690,Cereals,0,0,0,Dates,514.99,5805,1,Fruits,0,0,0,Olives,0,0,0,Vegetables,0,0,0,1,11,2005,747379.24,298951.695
13966,Cereals,0,0,0,Dates,392.24,6866,3,Fruits,273.43,5841,3,Olives,294.53,2995,3,Vegetables,0,0,0,3,5,2022,1293085.45,517234.182
15342,Cereals,0,0,0,Dates,266.82,1875,1,Fruits,311.41,7617,0,Olives,0,0,0,Vegetables,0,0,0,0,8,1993,718074.37,287229.74700000003
76791,Cereals,83.64,585,2,Dates,383.87,3034,3,Fruits,0,0,0,Olives,230.09,2604,0,Vegetables,86.39,21764,3,3,7,1991,923234.32,369293.73
93827,Cereals,75.79,2089,3,Dates,0,0,0,Fruits,0,0,0,Olives,227.99,1943,3,Vegetables,0,0,0,3,10,2001,150327.47,60130.988000000005
8283,Cereals,0,0,0,Dates,535.5,1674,1,Fruits,311.08,3636,1,Olives,0,0,0,Vegetables,0,0,0,1,2,2000,506878.47,202751.388
24889,Cereals,73.24,1488,2,Dates,0,0,0,Fruits,0,0,0,Olives,0,0,0,Vegetables,65.94,29509,1,1,4,1997,513701.15,205480.458
9249,Cereals,0,0,0,Dates,0,0,0,Fruits,432.47,7663,2,Olives,227.22,1061,1,Vegetables,148.82,24518,1,1,11,2004,1800966.7,720386.679
91122,Cereals,0,0,0,Dates,0,0,0,Fruits,468.56,883,1,Olives,0,0,0,Vegetables,32.61,6838,0,0,10,1997,159181.41,63672.56599999999
15232,Cereals,81.62,2398,0,Dates,657.54,4215,1,Fruits,497.13,3630,0,Olives,226.32,2817,0,Vegetables,140.39,2370,3,3,2,2010,1435526.37,574210.5499999999
85904,Cereals,83.8,2097,1,Dates,439.64,3173,1,Fruits,0,0,0,Olives,0,0,0,Vegetables,128.84,2621,3,3,1,1995,477098.99,190839.59600000002
93841,Cereals,81.91,2174,0,Dates,0,0,0,Fruits,131.69,4671,2,Olives,263.65,1063,3,Vegetables,0,0,0,3,11,2019,268364.07,107345.62799999998
96988,Cereals,81.63,1210,0,Dates,0,0,0,Fruits,245.02,1151,2,Olives,0,0,0,Vegetables,0,0,0,2,1,2002,95197.58,38079.032
88509,Cereals,0,0,0,Dates,0,0,0,Fruits,0,0,0,Olives,284.28,2849,3,Vegetables,0,0,0,3,11,2006,202478.43,80991.372
63890,Cereals,0,0,0,Dates,613.72,8305,2,Fruits,0,0,0,Olives,288.97,491,3,Vegetables,0,0,0,3,5,2003,1309707.22,523882.8870000001
5603,Cereals,75.02,2944,0,Dates,684.82,1134,0,Fruits,0,0,0,Olives,0,0,0,Vegetables,82.17,21856,3,3,7,2006,698338.07,279335.22800000006
34846,Cereals,0,0,0,Dates,0,0,0,Fruits,345.64,7477,2,Olives,0,0,0,Vegetables,84.15,20068,3,3,4,2012,1068268.12,427307.2480000001
2996,Cereals,0,0,0,Dates,0,0,0,Fruits,0,0,0,Olives,0,0,0,Vegetables,0,0,0,3,12,2011,0.0,0.0
40564,Cereals,82.93,2708,0,Dates,403.09,6256,2,Fruits,0,0,0,Olives,292.29,2206,0,Vegetables,30.89,10224,3,3,11,2017,926729.14,370691.658
35735,Cereals,0,0,0,Dates,0,0,0,Fruits,121.38,9582,3,Olives,247.2,3716,1,Vegetables,0,0,0,1,7,2015,520414.59,208165.836
16679,Cereals,0,0,0,Dates,548.04,1761,1,Fruits,0,0,0,Olives,0,0,0,Vegetables,0,0,0,1,2,2003,241274.61,96509.844
45009,Cereals,85.01,2178,0,Dates,335.03,5385,3,Fruits,0,0,0,Olives,0,0,0,Vegetables,48.11,25749,1,1,8,2018,807018.18,322807.272
77274,Cereals,0,0,0,Dates,310.12,6387,1,Fruits,282.99,6350,2,Olives,0,0,0,Vegetables,67.35,26092,1,1,9,2022,1383754.78,553501.914
81646,Cereals,78.05,2931,1,Dates,751.15,3511,1,Fruits,0,0,0,Olives,0,0,0,Vegetables,0,0,0,1,2,2014,716513.05,286605.22
45537,Cereals,88.68,1776,1,Dates,358.41,5052,1,Fruits,0,0,0,Olives,0,0,0,Vegetables,96.85,13633,0,0,8,1997,822134.76,328853.905
51310,Cereals,75.48,2068,0,Dates,457.65,591,1,Fruits,459.44,4914,1,Olives,0,0,0,Vegetables,40.4,17966,1,1,6,2006,852519.59,341007.835
33377,Cereals,0,0,0,Dates,0,0,0,Fruits,122.4,3373,1,Olives,282.13,2218,2,Vegetables,64.02,10061,3,3,11,2005,420681.19,168272.47600000002
42134,Cereals,0,0,0,Dates,0,0,0,Fruits,0,0,0,Olives,0,0,0,Vegetables,53.9,4519,3,3,7,2009,60893.53,24357.410000000003
2756,Cereals,0,0,0,Dates,0,0,0,Fruits,244.92,8436,1,Olives,0,0,0,Vegetables,0,0,0,1,12,2010,516536.28,206614.512
30470,Cereals,0,0,0,Dates,0,0,0,Fruits,137.0,6316,2,Olives,290.31,3636,2,Vegetables,0,0,0,2,5,2018,480214.79,192085.916
57126,Cereals,0,0,0,Dates,305.37,8347,3,Fruits,0,0,0,Olives,0,0,0,Vegetables,65.03,29826,1,1,3,1992,1122127.04,448850.81700000004
17401,Cereals,0,0,0,Dates,0,0,0,Fruits,0,0,0,Olives,0,0,0,Vegetables,0,0,0,1,6,2019,0.0,0.0
88192,Cereals,88.36,2530,0,Dates,0,0,0,Fruits,370.74,9868,1,Olives,263.42,3799,3,Vegetables,0,0,0,3,8,1996,1220686.43,488274.57000000007
42318,Cereals,0,0,0,Dates,484.82,949,1,Fruits,0,0,0,Olives,267.04,1343,0,Vegetables,24.16,25157,0,0,6,2012,356630.51,142652.20200000002
